 serial number,character,token,ferquency(pre million),
878,戏,347524,183.06898 ,
879,桌,346095,182.31621 ,
880,船,345686,182.10076 ,
881,短,345480,181.99224 ,
882,村,343959,181.19101 ,
883,某,342978,180.67424 ,
884,摸,342354,180.34553 ,
885,付,342108,180.21594 ,
886,演,341366,179.82507 ,
887,规,341239,179.75817 ,
888,萧,341190,179.73235 ,
889,封,341037,179.65176 ,
890,握,340839,179.54745 ,
891,田,339958,179.08336 ,
892,唐,339749,178.97326 ,
893,藏,339641,178.91637 ,
894,震,338757,178.45070 ,
895,混,338565,178.34955 ,
896,虚,337176,177.61786 ,
897,透,336303,177.15798 ,
898,纪,335852,176.92040 ,
899,凌,335556,176.76447 ,
900,休,334462,176.18817 ,
901,嘛,334431,176.17184 ,
902,梅,333631,175.75042 ,
903,紫,332619,175.21732 ,
904,歌,332504,175.15674 ,
905,临,332190,174.99133 ,
906,毒,331576,174.66788 ,
907,宗,329551,173.60115 ,
908,著,329248,173.44154 ,
909,索,329201,173.41678 ,
910,印,328075,172.82362 ,
911,寻,328045,172.80782 ,
912,湖,327739,172.64662 ,
913,劲,327635,172.59184 ,
914,职,326699,172.09877 ,
915,技,326479,171.98288 ,
916,恨,326212,171.84223 ,
917,婆,325914,171.68525 ,
918,杰,324690,171.04047 ,
919,羽,322339,169.80201 ,
920,咱,321520,169.37057 ,
921,素,320732,168.95547 ,
922,凡,320342,168.75003 ,
923,值,320306,168.73106 ,
924,飘,319989,168.56407 ,
925,养,319753,168.43975 ,
926,嘿,319099,168.09524 ,
927,普,317637,167.32508 ,
928,宁,316587,166.77196 ,
929,吓,316375,166.66029 ,
930,兽,315293,166.09031 ,
931,夏,314864,165.86432 ,
932,读,313506,165.14895 ,
933,街,313485,165.13789 ,
934,牛,313393,165.08943 ,
935,仿,313234,165.00567 ,
936,胸,313164,164.96879 ,
937,浪,312811,164.78284 ,
938,富,312299,164.51313 ,
939,尚,311735,164.21602 ,
940,宇,311167,163.91681 ,
941,骨,310699,163.67028 ,
942,智,310406,163.51593 ,
943,纷,308101,162.30170 ,
944,升,307512,161.99143 ,
945,叔,306516,161.46676 ,
946,善,305341,160.84779 ,
947,弱,305241,160.79511 ,
948,架,304618,160.46693 ,
949,卖,303880,160.07816 ,
950,袋,303806,160.03918 ,
951,网,303788,160.02970 ,
952,朱,302713,159.46341 ,
953,骂,302419,159.30853 ,
954,雄,302005,159.09045 ,
955,赛,301766,158.96455 ,
956,略,301716,158.93821 ,
957,杯,301690,158.92451 ,
958,施,301591,158.87236 ,
959,墙,301301,158.71959 ,
960,环,300871,158.49308 ,
961,罪,300821,158.46674 ,
962,牙,300629,158.36560 ,
963,窗,298137,157.05286 ,
964,柳,297897,156.92643 ,
965,厅,297396,156.66251 ,
966,搞,297225,156.57243 ,
967,端,296020,155.93766 ,
968,洞,295409,155.61580 ,
969,适,295023,155.41246 ,
970,拥,294913,155.35452 ,
971,释,294626,155.20333 ,
972,洋,293496,154.60807 ,
973,肩,292627,154.15030 ,
974,魂,291928,153.78208 ,
975,闹,291121,153.35696 ,
976,蒙,290989,153.28743 ,
977,洗,290306,152.92764 ,
978,灯,290150,152.84546 ,
979,借,289749,152.63422 ,
980,伯,289144,152.31552 ,
981,免,289084,152.28391 ,
982,菜,288767,152.11692 ,
983,验,288664,152.06266 ,
984,凤,288364,151.90463 ,
985,鱼,288142,151.78768 ,
986,徐,287405,151.39945 ,
987,型,286621,150.98645 ,
988,娜,286464,150.90375 ,
989,暴,286045,150.68302 ,
990,亡,286000,150.65932 ,
991,讨,282187,148.65070 ,
992,辈,281934,148.51743 ,
993,懂,281376,148.22348 ,
994,腿,280952,148.00013 ,
995,灭,280837,147.93955 ,
996,妙,280421,147.72041 ,
997,效,279884,147.43753 ,
998,危,279881,147.43595 ,
999,优,279594,147.28476 ,
1000,盘,279546,147.25948 ,
1001,套,278641,146.78274 ,
1002,丁,278627,146.77536 ,
1003,趣,278572,146.74639 ,
1004,妖,278201,146.55096 ,
1005,束,277980,146.43454 ,
1006,杂,277650,146.26070 ,
1007,诗,277494,146.17852 ,
1008,迎,276814,145.82031 ,
1009,舍,276743,145.78291 ,
1010,旧,275220,144.98062 ,
1011,彩,274800,144.75937 ,
1012,委,274305,144.49862 ,
1013,挂,273923,144.29739 ,
1014,笔,273860,144.26420 ,
1015,狗,273402,144.02293 ,
1016,鲜,273041,143.83277 ,
1017,纸,273013,143.81802 ,
1018,抗,272796,143.70371 ,
1019,探,272677,143.64102 ,
1020,韩,272550,143.57412 ,
1021,尼,272244,143.41292 ,
1022,控,271743,143.14901 ,
1023,惜,271651,143.10054 ,
1024,珠,271642,143.09580 ,
1025,抽,270738,142.61959 ,
1026,创,270394,142.43838 ,
1027,归,270263,142.36937 ,
1028,挺,269816,142.13390 ,
1029,奋,269740,142.09386 ,
1030,陪,269126,141.77042 ,
1031,硬,268057,141.20729 ,
1032,避,268046,141.20150 ,
1033,园,267608,140.97077 ,
1034,托,267516,140.92230 ,
1035,训,267251,140.78271 ,
1036,勇,266642,140.46190 ,
1037,聊,265573,139.89877 ,
1038,奶,265359,139.78604 ,
1039,庄,264912,139.55057 ,
1040,奔,264800,139.49157 ,
1041,镇,264517,139.34249 ,
1042,拳,264501,139.33406 ,
1043,采,264104,139.12493 ,
1044,研,263794,138.96162 ,
1045,配,262063,138.04977 ,
1046,介,261749,137.88436 ,
1047,尊,260962,137.46978 ,
1048,冒,258486,136.16547 ,
1049,虑,257747,135.77618 ,
1050,敬,255846,134.77477 ,
1051,丹,255714,134.70523 ,
1052,舒,255489,134.58671 ,
1053,蛋,255478,134.58091 ,
1054,哼,255327,134.50137 ,
1055,宋,255294,134.48399 ,
1056,济,255044,134.35229 ,
1057,妇,254489,134.05993 ,
1058,箭,254320,133.97090 ,
1059,择,254252,133.93508 ,
1060,犯,254131,133.87134 ,
1061,欣,253814,133.70435 ,
1062,甲,253580,133.58108 ,
1063,欧,253543,133.56159 ,
1064,课,253331,133.44992 ,
1065,扑,252812,133.17652 ,
1066,菲,252624,133.07748 ,
1067,燕,251483,132.47643 ,
1068,曲,250151,131.77475 ,
1069,躲,249450,131.40548 ,
1070,玄,249249,131.29960 ,
1071,幻,248831,131.07940 ,
1072,茶,248811,131.06887 ,
1073,折,248570,130.94191 ,
1074,伊,248425,130.86553 ,
1075,傻,248211,130.75280 ,
1076,姓,248203,130.74858 ,
1077,源,247962,130.62163 ,
1078,洛,247888,130.58265 ,
1079,遍,247865,130.57053 ,
1080,臣,247343,130.29555 ,
1081,弃,247281,130.26289 ,
1082,犹,246801,130.01004 ,
1083,占,246282,129.73664 ,
1084,漂,245966,129.57018 ,
1085,挑,245886,129.52803 ,
1086,获,245741,129.45165 ,
1087,绿,245485,129.31679 ,
1088,峰,245132,129.13084 ,
1089,俊,244925,129.02180 ,
1090,疯,244767,128.93857 ,
1091,列,244324,128.70520 ,
1092,森,243708,128.38070 ,
1093,妻,243636,128.34278 ,
1094,恋,243571,128.30854 ,
1095,误,243473,128.25691 ,
1096,拜,242993,128.00406 ,
1097,伟,242973,127.99352 ,
1098,移,242884,127.94664 ,
1099,纳,242616,127.80546 ,
1100,党,242508,127.74857 ,
1101,罢,242362,127.67166 ,
1102,腰,241952,127.45568 ,
1103,巧,241945,127.45199 ,
1104,孤,241832,127.39246 ,
1105,闭,241527,127.23180 ,
1106,圆,240477,126.67868 ,
1107,碰,240438,126.65813 ,
1108,镜,239736,126.28833 ,
1109,软,239536,126.18297 ,
1110,厚,239064,125.93433 ,
1111,累,238891,125.84320 ,
1112,昨,238837,125.81475 ,
1113,幽,238716,125.75101 ,
1114,悲,238519,125.64724 ,
1115,丈,238063,125.40703 ,
1116,牌,237160,124.93134 ,
1117,降,236721,124.70009 ,
1118,颜,236409,124.53573 ,
1119,劳,236325,124.49148 ,
1120,偏,236193,124.42195 ,
1121,省,235937,124.28709 ,
1122,糊,235912,124.27392 ,
1123,馆,235908,124.27181 ,
1124,烧,235818,124.22440 ,
1125,谓,235703,124.16382 ,
1126,财,235676,124.14960 ,
1127,舰,235654,124.13801 ,
1128,汗,235293,123.94784 ,
1129,奈,235258,123.92941 ,
1130,操,235165,123.88042 ,
1131,迹,234061,123.29885 ,
1132,尸,233817,123.17031 ,
1133,悄,233784,123.15293 ,
1134,残,232905,122.68989 ,
1135,尖,232729,122.59718 ,
1136,鲁,232665,122.56346 ,
1137,锋,232525,122.48971 ,
1138,圈,232242,122.34064 ,
1139,油,231197,121.79015 ,
1140,俩,231043,121.70902 ,
1141,项,230765,121.56258 ,
1142,撞,230714,121.53571 ,
1143,瞬,230645,121.49937 ,
1144,忆,229878,121.09533 ,
1145,盖,229688,120.99524 ,
1146,尤,229183,120.72921 ,
1147,徒,228560,120.40103 ,
1148,乡,228067,120.14133 ,
1149,概,227790,119.99541 ,
1150,户,227191,119.67987 ,
1151,荡,226789,119.46810 ,
1152,艺,226121,119.11621 ,
1153,增,226112,119.11147 ,
1154,祖,225814,118.95449 ,
1155,困,225133,118.59575 ,
1156,殿,225035,118.54413 ,
1157,迅,225006,118.52885 ,
1158,横,224880,118.46247 ,
1159,范,224772,118.40558 ,
1160,律,223633,117.80558 ,
1161,番,223306,117.63332 ,
1162,企,222834,117.38468 ,
1163,惨,222830,117.38257 ,
1164,限,222821,117.37783 ,
1165,聚,222383,117.14710 ,
1166,含,222331,117.11971 ,
1167,凭,221418,116.63876 ,
1168,剧,220880,116.35535 ,
1169,碎,220325,116.06299 ,
1170,躺,220026,115.90548 ,
1171,缘,219837,115.80592 ,
1172,凉,219565,115.66263 ,
1173,腾,219541,115.64999 ,
1174,织,218959,115.34341 ,
1175,抢,218937,115.33182 ,
1176,预,218757,115.23700 ,
1177,沈,218519,115.11162 ,
1178,替,218469,115.08528 ,
1179,孔,218377,115.03682 ,
1180,批,218230,114.95938 ,
1181,康,217905,114.78818 ,
1182,惑,217812,114.73919 ,
1183,唯,217658,114.65806 ,
1184,率,217561,114.60697 ,
1185,惯,216834,114.22400 ,
1186,登,215944,113.75516 ,
1187,互,215472,113.50652 ,
1188,盯,215010,113.26315 ,
1189,稍,214761,113.13198 ,
1190,宣,214690,113.09458 ,
1191,唱,214664,113.08088 ,
1192,诚,214660,113.07877 ,
1193,剩,214523,113.00661 ,
1194,咬,214227,112.85068 ,
1195,育,214206,112.83962 ,
1196,诸,214093,112.78009 ,
1197,触,213212,112.31600 ,
1198,晨,213173,112.29545 ,
1199,策,213136,112.27596 ,
1200,疼,213129,112.27227 ,
1201,漫,213126,112.27069 ,
1202,材,212793,112.09527 ,
1203,补,212484,111.93250 ,
1204,私,212479,111.92987 ,
1205,吐,212473,111.92670 ,
1206,纯,212265,111.81713 ,
1207,艾,212019,111.68755 ,
1208,贝,211741,111.54110 ,
1209,谷,211522,111.42574 ,
1210,庭,211391,111.35673 ,
1211,挡,211337,111.32828 ,
1212,晃,210916,111.10651 ,
1213,吉,210857,111.07543 ,
1214,吹,209806,110.52178 ,
1215,仔,209161,110.18201 ,
1216,仇,208949,110.07033 ,
1217,凝,208926,110.05821 ,
1218,鼓,208688,109.93284 ,
1219,农,208656,109.91598 ,
1220,席,208395,109.77849 ,
1221,征,208067,109.60571 ,
1222,帅,207990,109.56515 ,
1223,附,207682,109.40290 ,
1224,缺,207517,109.31598 ,
1225,塞,206867,108.97357 ,
1226,豪,206593,108.82923 ,
1227,亦,205335,108.16654 ,
1228,杜,205040,108.01114 ,
1229,努,204860,107.91632 ,
1230,判,204750,107.85838 ,
1231,谋,204688,107.82572 ,
1232,胆,204655,107.80833 ,
1233,尘,204457,107.70403 ,
1234,扎,204372,107.65925 ,
1235,滚,203922,107.42220 ,
1236,闷,203501,107.20043 ,
1237,迟,203433,107.16461 ,
1238,稳,203430,107.16303 ,
1239,翼,203347,107.11930 ,
1240,诺,203149,107.01500 ,
1241,闲,202953,106.91175 ,
1242,灰,202762,106.81114 ,
1243,朵,202374,106.60675 ,
1244,盛,202048,106.43501 ,
1245,梁,201687,106.24485 ,
1246,晶,201335,106.05942 ,
1247,餐,201053,105.91087 ,
1248,爆,199957,105.33352 ,
1249,伦,199623,105.15757 ,
1250,娇,199460,105.07171 ,
1251,侧,199092,104.87785 ,
1252,愣,198676,104.65871 ,
1253,鼻,197996,104.30050 ,
1254,轮,197302,103.93491 ,
1255,昏,197245,103.90489 ,
1256,抖,197122,103.84009 ,
1257,陷,196684,103.60936 ,
1258,敏,196615,103.57301 ,
1259,词,196564,103.54615 ,
1260,慌,196225,103.36757 ,
1261,愤,195304,102.88240 ,
1262,怜,195035,102.74070 ,
1263,颤,194953,102.69750 ,
1264,阶,194358,102.38407 ,
1265,苍,194304,102.35562 ,
1266,距,193245,101.79776 ,
1267,郑,193156,101.75088 ,
1268,川,193133,101.73876 ,
1269,扫,192957,101.64605 ,
1270,逼,192855,101.59232 ,
1271,县,192413,101.35948 ,
1272,忧,192308,101.30417 ,
1273,童,192039,101.16247 ,
1274,执,191171,100.70522 ,
1275,丢,190646,100.42866 ,
1276,荣,190645,100.42813 ,
1277,臂,190591,100.39969 ,
1278,逐,190582,100.39495 ,
1279,傲,190525,100.36492 ,
1280,戴,189960,100.06729 ,
1281,芒,189889,100.02989 ,
1282,庆,189750,99.95666 ,
1283,伴,189544,99.84815 ,
1284,袭,189129,99.62953 ,
1285,供,188899,99.50837 ,
1286,积,188812,99.46254 ,
1287,测,188406,99.24867 ,
1288,遥,188299,99.19230 ,
1289,阻,187918,98.99160 ,
1290,例,187039,98.52856 ,
1291,睁,186982,98.49853 ,
1292,岛,186833,98.42004 ,
1293,遗,186827,98.41688 ,
1294,瞪,186802,98.40371 ,
1295,慕,186450,98.21829 ,
1296,皱,186309,98.14401 ,
1297,博,186289,98.13348 ,
1298,幕,186169,98.07026 ,
1299,猜,185595,97.76789 ,
1300,益,185217,97.56877 ,
1301,净,185047,97.47921 ,
1302,泽,184794,97.34594 ,
1303,炼,184752,97.32381 ,
1304,监,184301,97.08624 ,
1305,鸡,184249,97.05884 ,
1306,珍,183710,96.77491 ,
1307,伏,183556,96.69378 ,
1308,绍,183310,96.56420 ,
1309,曹,183285,96.55103 ,
1310,爬,183266,96.54102 ,
1311,丫,183167,96.48887 ,
1312,炸,183079,96.44251 ,
1313,壁,182739,96.26340 ,
1314,涌,182735,96.26130 ,
1315,凶,182557,96.16753 ,
1316,郎,182457,96.11485 ,
1317,宿,181931,95.83776 ,
1318,怨,181641,95.68500 ,
1319,醉,181356,95.53487 ,
1320,拼,181290,95.50010 ,
1321,迫,181073,95.38579 ,
1322,革,180934,95.31256 ,
1323,瞧,180832,95.25883 ,
1324,奥,180716,95.19773 ,
1325,输,180207,94.92959 ,
1326,莉,180099,94.87270 ,
1327,忠,180043,94.84320 ,
1328,颗,179813,94.72204 ,
1329,嗯,179528,94.57191 ,
1330,佳,179512,94.56348 ,
1331,旅,179263,94.43231 ,
1332,仁,179004,94.29588 ,
1333,鸟,178842,94.21054 ,
1334,骗,178600,94.08306 ,
1335,浩,178517,94.03933 ,
1336,塔,178293,93.92134 ,
1337,胖,178105,93.82230 ,
1338,绪,178054,93.79544 ,
1339,枫,177695,93.60632 ,
1340,拔,177503,93.50518 ,
1341,赞,177018,93.24969 ,
1342,炮,176432,92.94100 ,
1343,傅,176201,92.81931 ,
1344,凯,175931,92.67708 ,
1345,邪,175398,92.39631 ,
1346,芳,175343,92.36733 ,
1347,浑,175322,92.35627 ,
1348,夺,175135,92.25776 ,
1349,宽,175076,92.22668 ,
1350,堆,174996,92.18454 ,
1351,裂,174922,92.14556 ,
1352,遭,174294,91.81474 ,
1353,赤,174098,91.71149 ,
1354,旋,174074,91.69885 ,
1355,扭,173801,91.55504 ,
1356,洁,173303,91.29270 ,
1357,浮,173250,91.26478 ,
1358,悉,173018,91.14257 ,
1359,擦,172541,90.89129 ,
1360,慧,171937,90.57312 ,
1361,典,171037,90.09901 ,
1362,赏,170954,90.05529 ,
1363,匆,170609,89.87355 ,
1364,评,170396,89.76135 ,
1365,纵,170090,89.60015 ,
1366,莲,169828,89.46214 ,
1367,雾,169826,89.46108 ,
1368,乌,169572,89.32728 ,
1369,跃,169432,89.25353 ,
1370,壮,169349,89.20981 ,
1371,贴,169181,89.12131 ,
1372,丰,169048,89.05125 ,
1373,隔,169019,89.03597 ,
1374,健,168908,88.97750 ,
1375,辛,168855,88.94958 ,
1376,抵,168424,88.72254 ,
1377,竹,168423,88.72201 ,
1378,彻,168415,88.71779 ,
1379,摩,168189,88.59874 ,
1380,轰,168120,88.56239 ,
1381,编,167598,88.28741 ,
1382,肚,167538,88.25581 ,
1383,插,167435,88.20155 ,
1384,磨,167370,88.16731 ,
1385,哎,166400,87.65633 ,
1386,御,166243,87.57363 ,
1387,耐,165628,87.24966 ,
1388,惧,165581,87.22490 ,
1389,氏,165389,87.12376 ,
1390,辉,165245,87.04790 ,
1391,扶,165206,87.02735 ,
1392,恢,164984,86.91041 ,
1393,貌,164902,86.86721 ,
1394,额,164812,86.81980 ,
1395,述,164756,86.79030 ,
1396,票,164603,86.70971 ,
1397,录,164397,86.60119 ,
1398,拖,163823,86.29882 ,
1399,膀,163712,86.24034 ,
1400,鹰,162593,85.65088 ,
1401,孟,162475,85.58872 ,
1402,递,161919,85.29583 ,
1403,瑞,161507,85.07879 ,
1404,唇,161329,84.98503 ,
1405,暂,161191,84.91233 ,
1406,货,161159,84.89547 ,
1407,琴,161113,84.87124 ,
1408,踪,160848,84.73164 ,
1409,码,160836,84.72532 ,
1410,慰,160488,84.54200 ,
1411,蛇,160445,84.51935 ,
1412,玲,160182,84.38081 ,
1413,晕,160115,84.34551 ,
1414,损,160063,84.31812 ,
1415,轩,159922,84.24385 ,
1416,粗,159898,84.23120 ,
1417,掩,159891,84.22751 ,
1418,屁,159868,84.21540 ,
1419,悠,159692,84.12269 ,
1420,仰,159568,84.05736 ,
1421,零,159040,83.77922 ,
1422,盟,158636,83.56640 ,
1423,途,158599,83.54691 ,
1424,贼,158556,83.52426 ,
1425,洪,158368,83.42523 ,
1426,悟,158203,83.33831 ,
1427,固,157594,83.01750 ,
1428,讶,157124,82.76991 ,
1429,冬,156922,82.66350 ,
1430,滑,156890,82.64665 ,
1431,甜,156743,82.56921 ,
1432,郁,156526,82.45490 ,
1433,琳,156208,82.28738 ,
1434,辆,156125,82.24366 ,
1435,乃,155797,82.07087 ,
1436,猪,155635,81.98554 ,
1437,暖,155407,81.86543 ,
1438,妮,155375,81.84857 ,
1439,挣,155359,81.84014 ,
1440,旦,154394,81.33180 ,
1441,估,154328,81.29703 ,
1442,坦,154240,81.25068 ,
1443,甘,153739,80.98676 ,
1444,佩,153498,80.85980 ,
1445,莱,152961,80.57692 ,
1446,享,152710,80.44470 ,
1447,吼,152621,80.39782 ,
1448,构,152528,80.34883 ,
1449,粉,151878,80.00642 ,
1450,萨,151844,79.98851 ,
1451,吻,151655,79.88895 ,
1452,潜,151581,79.84997 ,
1453,瓶,151362,79.73460 ,
1454,偶,150991,79.53917 ,
1455,戒,150905,79.49386 ,
1456,浓,150479,79.26945 ,
1457,毁,150469,79.26419 ,
1458,销,150456,79.25734 ,
1459,迪,150391,79.22310 ,
1460,拒,150199,79.12195 ,
1461,绕,150071,79.05453 ,
1462,勒,149722,78.87068 ,
1463,朗,149504,78.75584 ,
1464,嘻,149024,78.50299 ,
1465,尾,148960,78.46927 ,
1466,帐,148792,78.38077 ,
1467,废,148745,78.35602 ,
1468,延,148658,78.31019 ,
1469,敲,148518,78.23644 ,
1470,烂,148472,78.21220 ,
1471,曼,148287,78.11475 ,
1472,厌,148169,78.05259 ,
1473,宜,148148,78.04153 ,
1474,羞,148102,78.01730 ,
1475,喂,148044,77.98674 ,
1476,吟,147887,77.90404 ,
1477,滴,147754,77.83398 ,
1478,洲,147589,77.74706 ,
1479,爹,147569,77.73652 ,
1480,艳,147563,77.73336 ,
1481,晴,147525,77.71334 ,
1482,抚,147135,77.50790 ,
1483,缩,146921,77.39517 ,
1484,协,146638,77.24609 ,
1485,央,146296,77.06593 ,
1486,悔,146037,76.92949 ,
1487,肖,145163,76.46909 ,
1488,缠,145147,76.46066 ,
1489,脆,145125,76.44907 ,
1490,痕,144963,76.36373 ,
1491,伍,144670,76.20938 ,
1492,寂,144616,76.18094 ,
1493,启,143593,75.64204 ,
1494,翔,143540,75.61412 ,
1495,薄,143289,75.48190 ,
1496,侯,142640,75.14002 ,
1497,劝,142540,75.08734 ,
1498,郭,142211,74.91403 ,
1499,奴,142209,74.91298 ,
1500,鸣,142206,74.91140 ,
1501,倾,141937,74.76969 ,
1502,彼,141382,74.47733 ,
1503,扔,141002,74.27715 ,
1504,撒,140910,74.22869 ,
1505,豫,140767,74.15336 ,
1506,检,140353,73.93527 ,
1507,针,140264,73.88839 ,
1508,耀,140263,73.88786 ,
1509,痴,140246,73.87891 ,
1510,姆,140194,73.85151 ,
1511,篇,140190,73.84941 ,
1512,椅,140068,73.78514 ,
1513,厂,140040,73.77039 ,
1514,董,139885,73.68874 ,
1515,熊,139726,73.60498 ,
1516,埋,139624,73.55125 ,
1517,乖,139563,73.51911 ,
1518,狐,139523,73.49804 ,
1519,蒋,139409,73.43799 ,
1520,踏,139340,73.40164 ,
1521,隆,139138,73.29523 ,
1522,括,139127,73.28944 ,
1523,潮,139090,73.26995 ,
1524,唉,139034,73.24045 ,
1525,穷,138792,73.11297 ,
1526,聪,138731,73.08083 ,
1527,唤,138357,72.88382 ,
1528,泰,138290,72.84852 ,
1529,版,138140,72.76950 ,
1530,末,137858,72.62095 ,
1531,旗,137444,72.40287 ,
1532,仪,137332,72.34387 ,
1533,焦,137278,72.31542 ,
1534,猫,137136,72.24062 ,
1535,盗,136597,71.95668 ,
1536,侍,136559,71.93666 ,
1537,挤,136500,71.90558 ,
1538,款,136499,71.90506 ,
1539,拾,136402,71.85396 ,
1540,荒,136353,71.82815 ,
1541,姿,135544,71.40198 ,
1542,域,135460,71.35773 ,
1543,搭,135458,71.35668 ,
1544,脉,134301,70.74719 ,
1545,授,134240,70.71506 ,
1546,俗,134099,70.64078 ,
1547,融,133868,70.51910 ,
1548,狱,133801,70.48380 ,
1549,欺,133789,70.47748 ,
1550,访,133498,70.32419 ,
1551,桥,133377,70.26045 ,
1552,锁,133243,70.18986 ,
1553,霸,133104,70.11664 ,
1554,牵,132558,69.82901 ,
1555,池,132332,69.70996 ,
1556,钻,132223,69.65254 ,
1557,港,132167,69.62304 ,
1558,喃,132068,69.57089 ,
1559,廷,132059,69.56615 ,
1560,乘,131984,69.52664 ,
1561,玛,131821,69.44078 ,
1562,奉,131631,69.34069 ,
1563,扯,131478,69.26009 ,
1564,岳,131477,69.25956 ,
1565,减,131292,69.16211 ,
1566,弯,130605,68.80021 ,
1567,夹,130443,68.71487 ,
1568,辞,130150,68.56053 ,
1569,岸,129872,68.41408 ,
1570,岂,129475,68.20495 ,
1571,屈,129274,68.09907 ,
1572,恼,128907,67.90574 ,
1573,哲,128653,67.77194 ,
1574,季,128550,67.71768 ,
1575,召,128448,67.66394 ,
1576,丧,128277,67.57387 ,
1577,尝,127841,67.34419 ,
1578,恭,127784,67.31416 ,
1579,载,127412,67.11820 ,
